listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Camp Kennebec,Clinics & Services;Respite Care Facilities for Adults with Disabilities;Respite Care for Children with Disabilities,Residential camp for children and adults with special needs * group rentals during off season * camp runs one to eight week programs * programs are adaptable to campers if and when they need it * wide,"Description: Residential camp for children and adults with special needs * group rentals during off season * camp runs one to eight week programs * programs are adaptable to campers if and when they need it * wide
Address: c/o Donna Segal | 1422 Cox Rd | Arden, ON | K0H 1B0
Intersection: Cox Rd and Arden Rd
Phone: 613-335-2114
Email: info@campkennebec.com
Website: http://www.campkennebec.com/
Contacts: Donna Segal, Rob Deman, Sarah Wagner - Directors
Hours: Administration Mon-Fri 8:30am-6pm * Camps Mon-Sun 24 hours, July-August
Eligibility: Individuals 6-40 years of age living with attention deficit disorder (ADD), attention-deficit hyperactivity disorder (ADHD), learning disabilities, autism, Tourette's syndrome, Anxiety Disorders, Down Syndrome and other social and behavioural disabilities
How to access / refer: Application package available on the website * applications are on-going * deposit required with application
Fees: Set fees * Deposit - applied toward camp fees
Languages: English
Accessibility: Not Wheelchair Accessible
Service area: Ontario and Quebec
Last verified: 2026-04-13",http://www.campkennebec.com/,613-335-2114,,info@campkennebec.com,Respite Care Facilities for Adults with Disabilities;Respite Care for Children with Disabilities;English;Arden,"c/o Donna Segal | 1422 Cox Rd | Arden, ON | K0H 1B0",K0H 1B0,Sana,opc-service-210911
Canada Care Medical - Main Branch and Corporate Offices,Clinics & Services;Medical Equipment and Supplies - Sales and Rentals,Retail outlet for incontinence supplies * beds and lift chairs * walkers * scooters * wheelchairs * ostomy needs * bathroom safety and wound care supplies | Rental of some equipment available,"Description: Retail outlet for incontinence supplies * beds and lift chairs * walkers * scooters * wheelchairs * ostomy needs * bathroom safety and wound care supplies | Rental of some equipment available
Address: 1644 Bank St | Ottawa, ON | K1V 7Y6
Intersection: Bank St and Heron Rd
Phone: 613-234-1222
Toll-free: 1-833-676-6683
Fax: 613-731-4135
Email: order@canadacaremedical.com
Website: http://www.canadacaremedical.com/
Hours: Mon-Fri 8am-5pm * mobility services by appointment, closed Sat
Eligibility: No restrictions
How to access / refer: Call or visit
Fees: Set fees depending on item and service
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of)
Last verified: 2026-01-30",http://www.canadacaremedical.com/,613-234-1222,613-731-4135,order@canadacaremedical.com,Medical Equipment and Supplies - Sales and Rentals;English * French;Ottawa,"1644 Bank St | Ottawa, ON | K1V 7Y6",K1V 7Y6,Sana,opc-service-210241
Canada Safety Council,Clinics & Services;Safety and Injury Prevention,Safety information and training courses * public awareness campaigns * contacts media about safety issues for the general public,"Description: Safety information and training courses * public awareness campaigns * contacts media about safety issues for the general public
Address: 1020 Thomas Spratt Place | Ottawa, ON | K1G 5L5
Intersection: Thurston Dr and St Laurent Blvd
Phone: 613-739-1535
Fax: 613-739-1566
Email: csc@safety-council.org
Website: http://www.canadasafetycouncil.org/
Contacts: Lewis Smith - Manager, National Projects | 613-739-1535 ext 228 | Judy Lavergne - Secretary and OHS Online Courses | 613-739-1535 ext 221
Leadership: Gareth Jones - President | 613-739-1535 ext 224 | Jackie Barbe - National Manager, Vehicle Programs | 613-739-1535 ext 227
Hours: Mon-Fri 8am-5pm
How to access / refer: Available on website
Fees: Set fee
Languages: English * French
Language notes: French programs offered * French publications and website
Service area: Canada
Last verified: 2026-01-11",http://www.canadasafetycouncil.org/,613-739-1535,613-739-1566,csc@safety-council.org,Safety and Injury Prevention;English * French;Ottawa,"1020 Thomas Spratt Place | Ottawa, ON | K1G 5L5",K1G 5L5,Sana,opc-service-146191
Canada. Canada Mortgage and Housing Corporation,Clinics & Services;Affordable Housing;Home Modification,Affordable Housing · Home Modification,"Address: 700 Montreal Rd | Ottawa, ON | K1A 0P7
Intersection: Aviation Pkwy and Montreal Rd
Phone: 613-748-2000
Toll-free: 1-800-668-2642
TTY: 613-748-2447 or 1-800-309-3388
Fax: 613-748-2098
Email: contactcentre@cmhc.ca
Website: http://www.cmhc-schl.gc.ca/
Leadership: Coleen Volk - President and Chief Executive Officer
How to access / refer: Call or visit website
Languages: English * French
Language notes: French publications and website
Service area: Canada
Last verified: 2025-08-19",http://www.cmhc-schl.gc.ca/,613-748-2000,613-748-2098,contactcentre@cmhc.ca,Affordable Housing;Home Modification;English * French;Ottawa,"700 Montreal Rd | Ottawa, ON | K1A 0P7",K1A 0P7,Sana,opc-service-143995
Canada. Veterans Affairs Canada,Clinics & Services;Financial Assistance;Financial Assistance for People with Disabilities;Financial Assistance for Seniors;Home Modification;Survivor Benefits;Veterans,Financial Assistance · Financial Assistance for People with Disabilities · Financial Assistance for Seniors,"Address: c/o Veterans Affairs Canada | PO Box 6000 | Matane, QC | G4W 0E4
Toll-free: 1-866-522-2122 | VAC Assistance Service (psychological support): 1-800-268-7708
TTY: 1-833-921-0071 | VAC Assistance Service: 1-800-567-5803
Email: information@veterans.gc.ca
Website: http://www.veterans.gc.ca/
Leadership: Jill McKnight - Minister of Veterans Affairs
Eligibility: Canadian Armed Forces Veterans, former members of the RCMP, their families, and their caregivers
How to access / refer: None, contact the VAC Assistance Service by phone, online chat or fill out an appointment request for in person services
Fees: None
Languages: English * French
Language notes: French through the National Toll-Free number
Accessibility: Wheelchair Accessible
Service area: Canada
Last verified: 2026-03-16",http://www.veterans.gc.ca/,,,information@veterans.gc.ca,Financial Assistance;Financial Assistance for People with Disabilities;Financial Assistance for Seniors;Home Modification;Survivor Benefits;Veterans;English * French;Matane,"c/o Veterans Affairs Canada | PO Box 6000 | Matane, QC | G4W 0E4",G4W 0E4,Sana,opc-service-12521
Canadian Cancer Society - Ottawa,Clinics & Services;Breast Health and Diseases Support Groups and Organizations;Cancer and Tumour Support Groups and Organizations;Colon Cancer Support Groups and Organizations;Information and Referral Services;Mastectomy Products and Wigs;Prostate Cancer;Smoking;Transportation - Non-Accessible and Volunteer,"Services for cancer patients, their families and the general public","Description: Services for cancer patients, their families and the general public
Address: 130 Albert St, Suite 805 | Ottawa, ON | K1P 5G4
Intersection: Metcalfe St and Albert St
Toll-free: 1-888-939-3333 * to donate 1-800-268-8874
TTY: 1-866-786-3934
Fax: 613-723-8967
Email: ottawa@ontario.cancer.ca
Website: http://www.cancer.ca/
Hours: Mon-Fri 8:30am-4:30pm
Eligibility: Cancer patients, their families and friends * Transportation program: Individuals undergoing active treatment, or within their first year after registration.
How to access / refer: Call for more information
Fees: None
Languages: English
Accessibility: Wheelchair Accessible
Service area: Canada
Last verified: 2026-06-01",http://www.cancer.ca/,,613-723-8967,ottawa@ontario.cancer.ca,Breast Health and Diseases Support Groups and Organizations;Cancer and Tumour Support Groups and Organizations;Colon Cancer Support Groups and Organizations;Information and Referral Services;Mastectomy Products and Wigs;Prostate Cancer;Smoking;Transportation - Non-Accessible and Volunteer;English;Ottawa,"130 Albert St, Suite 805 | Ottawa, ON | K1P 5G4",K1P 5G4,Sana,opc-service-210947
Canadian Hearing Services - Ottawa Regional Office,Clinics & Services;Deafness and Hearing Loss;Hearing Aids and Communication Devices,"Supports for culturally deaf, oral deaf, deafened and hard of hearing people","Description: Supports for culturally deaf, oral deaf, deafened and hard of hearing people
Address: 1541 Merivale Rd | Ottawa, ON | K2G 5W1
Intersection: Merivale Rd and Capilano Dr
Toll-free: 1-866-518-0000
TTY: 1-877-215-9530
Fax: 1-855-259-8152
Email: info@chs.ca
Website: http://www.chs.ca/
Leadership: Julia Dumanian - President and Chief Executive Officer
Hours: Mon-Fri 9am-5pm
Eligibility: Culturally Deaf, oral deaf, deafened and hard of hearing people
How to access / refer: Call to apply
Fees: Fees for certain services
Languages: English * French * American Sign Language (ASL) * Interpretive Services * Quebec Sign Language (LSQ)
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2026-04-24",http://www.chs.ca/,,1-855-259-8152,info@chs.ca,Deafness and Hearing Loss;Hearing Aids and Communication Devices;English * French * American Sign Language (ASL) * Interpretive Services * Quebec Sign Language (LSQ);Ottawa,"1541 Merivale Rd | Ottawa, ON | K2G 5W1",K2G 5W1,Sana,opc-service-208384
Canaven Medical Supplies,Clinics & Services;Medical Equipment and Supplies - Sales and Rentals,"Direct sales to customers of home care and medical supplies for urology, ostomy and diabetes","Description: Direct sales to customers of home care and medical supplies for urology, ostomy and diabetes
Address: Ottawa, ON
Phone: 613-216-9648
Toll-free: 1-866-688-3624
Email: sales@canavenmedical.ca
Website: http://canavenmedical.ca/
Hours: Office Mon-Fri 9am-5pm
Eligibility: No restrictions
How to access / refer: Orders can be placed by phone, email or online
Fees: Sale of medical products
Languages: English * French
Accessibility: Not Wheelchair Accessible
Service area: Eastern Ontario - Champlain District ; Québec - Western
Last verified: 2026-01-06",http://canavenmedical.ca/,613-216-9648,,sales@canavenmedical.ca,Medical Equipment and Supplies - Sales and Rentals;English * French;Ottawa,"Ottawa, ON",,Sana,opc-service-210997
Capital City Mission,Clinics & Services;Community Meals;Drop-In Centres for Adults;Food Banks;Friendly Visiting,Community Meals · Drop-In Centres for Adults · Food Banks,"Address: 521 Rideau St | Ottawa, ON | K1N 5Z5
Intersection: Cobourg St and Rideau St
Phone: 613-241-2407
Email: info@capitalcitymission.com
Website: http://www.capitalcitymission.com/
Leadership: Keltie Davidson - Executive Director
Hours: Drop-in at 521 Rideau Mon, Wed-Fri 9am-12:30pm * Tue 6:30pm-8:30pm
Eligibility: No restrictions
How to access / refer: Drop in or call for more information
Fees: None
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of)
Last verified: 2026-07-02",http://www.capitalcitymission.com/,613-241-2407,,info@capitalcitymission.com,Community Meals;Drop-In Centres for Adults;Food Banks;Friendly Visiting;English * French;Ottawa,"521 Rideau St | Ottawa, ON | K1N 5Z5",K1N 5Z5,Sana,opc-service-211003
Carda Creations,Clinics & Services;Adaptive Clothing,Adaptive clothing for women and men with special needs,"Description: Adaptive clothing for women and men with special needs
Address: 190 Colonnade Rd, Unit 13 | Ottawa, ON | K2E 7J5
Intersection: West Hunt Club Rd and Merivale Rd
Phone: 613-729-7926
Email: sales@cardacreations.com
Website: http://www.cardacreations.com/
Contacts: Carmen Schonfeldt - Owner | carmen@cardacreations.com
Hours: Mon-Fri 10am-5pm * Sat by appointment
Eligibility: No restrictions
How to access / refer: Visit the store or call to set up a personal appointment
Fees: Set fees
Languages: English * French * Chinese (Cantonese) * Chinese (Mandarin) * Spanish
Accessibility: Wheelchair Accessible
Service area: Ottawa
Last verified: 2025-09-10",http://www.cardacreations.com/,613-729-7926,,sales@cardacreations.com,Adaptive Clothing;English * French * Chinese (Cantonese) * Chinese (Mandarin) * Spanish;across from Westgate Shopping Centre,"190 Colonnade Rd, Unit 13 | Ottawa, ON | K2E 7J5",K2E 7J5,Sana,opc-service-211005
"Carefor Health & Community Services - ""Let's Get Together"" Club","Clinics & Services;Adult Day Programs;Fitness, Recreation, and Social Programs for Seniors;Mental Health for Seniors",Adult day program * Socialization and Mental Health Support Group for older adults,"Description: Adult day program * Socialization and Mental Health Support Group for older adults
Address: 2576 Carling Ave | Ottawa, ON | K2B 7H5
Intersection: Richmond Rd and Carling Ave
Toll-free: 1-833-922-2734 ext 1966
Fax: 613-721-6708
Email: info@carefor.ca
Website: http://carefor.ca/services/lets-get-together-program
Contacts: Tammy Doxtator-Jones - Manager, Community Support Services | 1-833-922-2734 ext 2509 * tdoxtator@carefor.ca | Cheryl Conway - Programs Supervisor | cconway@carefor.ca
Leadership: Jason Samson - Director, Community Support Services and Hospice | 1-833-922-2734 ext 4224 * jsamson@carefor.ca
Hours: Program: Mon, Wed, Fri 9am-3pm * Office: 8am-4pm
Eligibility: Isolated adults over 60 living with a mental health diagnosis and/or mental health challenges * applicants with a diagnosis of dementia (if eligible) may be referred on to the Dementia Adult Day Program
How to access / refer: Apply through Ontario Health atHome, toll free 1-833-515-1234 or 1-800-538-0520, or www.caredove.com or call program directly
Fees: Program: $12.50 * fee assistance available * transportation: $16 (return trip) | Staff can assist with accessing Para Transpo service
Languages: English
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2025-10-15",http://carefor.ca/services/lets-get-together-program,,613-721-6708,info@carefor.ca,"Adult Day Programs;Fitness, Recreation, and Social Programs for Seniors;Mental Health for Seniors;mental health;English;Ottawa","2576 Carling Ave | Ottawa, ON | K2B 7H5",K2B 7H5,Sana,opc-service-209999
Carefor Health & Community Services - Adult Day Program,Clinics & Services;Adult Day Programs;Respite Care for Seniors,Adult day program,"Description: Adult day program
Address: 2576 Carling Ave | Ottawa, ON | K2B 7H5
Intersection: Carling Ave and Richmond Rd
Phone: 613-721-6496
Fax: 613-721-6708
Email: info@carefor.ca
Website: http://www.carefor.ca/
Contacts: Tammy Doxtator-Jones - Manager, Community Support Services | 613-749-7557 ext 2509 * tdoxtator@carefor.ca
Leadership: Jason Samson - Director, Community Support Services and Hospice | 1-833-922-2734 ext 4224 * jsamson@carefor.ca
Hours: Mon-Fri 9am-3pm * closed one week between Christmas and New Year's
Eligibility: People living with dementia who need physical, social, or emotional supports * care coordinators assess the needs of applicants
How to access / refer: Apply through Ontario Health atHome, toll free 1-833-515-1234 or TTY 613-745-0049
Fees: $25 per day * $16 for transportation
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2025-10-15",http://www.carefor.ca/,613-721-6496,613-721-6708,info@carefor.ca,Adult Day Programs;Respite Care for Seniors;English * French;Ottawa,"2576 Carling Ave | Ottawa, ON | K2B 7H5",K2B 7H5,Sana,opc-service-208730
Carefor Health & Community Services - Corporate Office,Clinics & Services;Caregiver Support Services;Community Support Services;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Children with Disabilities;Respite Care for People with Alzheimer's Disease and Related Dementias;Respite Care for Seniors,Caregiver Support Services · Community Support Services · Home Help and Homemaking,"Address: 760 Belfast Rd | Ottawa, ON | K1G 6M8
Intersection: Belfast Rd and Terminal Ave
Phone: 1-833-922-2734
TTY: 613-740-5786
Fax: 613-749-4002
Email: info@carefor.ca
Website: http://www.carefor.ca/
Contacts: Tricia Lynch - Executive Assistant to the CEO | 1-833-922-2734 ext 3901 * tlynch@carefor.ca | Trevor Eggleton - Director, Marketing, Communications and Fundraising | 1-833-922-2734 ext 2021 * teggleton@carefor.ca
Leadership: Steve Perry - President and Chief Executive Officer | 613-749-0239 ext 2129 * sperry@carefor.ca | Marcelle Thibeault - Vice-President, Client Care | 613-749-7557 * mthibeault@carefor.ca
Hours: Mon-Fri 8am-4:30pm
Eligibility: No restrictions
How to access / refer: Call, e-mail or visit website for more information
Fees: Set fee
Languages: English * French
Language notes: French reception, programs, publications, and website
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2026-02-05",http://www.carefor.ca/,1-833-922-2734,613-749-4002,info@carefor.ca,Caregiver Support Services;Community Support Services;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Children with Disabilities;Respite Care for People with Alzheimer's Disease and Related Dementias;Respite Care for Seniors;English * French;Ottawa,"760 Belfast Rd | Ottawa, ON | K1G 6M8",K1G 6M8,Sana,opc-service-209970
Carefor Health & Community Services - Corporate Office - Belfast Nursing Clinics,Clinics & Services;Alzheimer's Disease and Related Dementias;Community Support Services;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors;Wound Care,Alzheimer's Disease and Related Dementias · Community Support Services · Respite Care Facilities for Adults with Disabilities,"Address: 760 Belfast Rd | Ottawa, ON | K1G 6M8
Intersection: Trainyards St and Belfast Rd
Toll-free: 833-922-2734
Email: clinical@carefor.ca
Website: http://www.carefor.ca/
Contacts: Jason Samson - Director, Community Services and Hospice | 613-932-0998 ext 4224 * jsamson@carefor.ca
Leadership: Steve Perry - Chief Executive Officer | 613-749-0239 ext 2129 * sperry@carefor.ca
Hours: Mon-Sun 8am-4:30pm
Eligibility: Respite care: no restrictions * day programs: seniors with dementia or mental illnesses
How to access / refer: Call the office
Fees: Set fees * Some may be covered by a private insurance plan
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of) ; Renfrew County ; Stormont, Dundas and Glengarry United Counties
Last verified: 2026-01-05",http://www.carefor.ca/,,,clinical@carefor.ca,Alzheimer's Disease and Related Dementias;Community Support Services;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors;Wound Care;English * French;Ottawa,"760 Belfast Rd | Ottawa, ON | K1G 6M8",K1G 6M8,Sana,opc-service-211064
caregiverexchange.ca,Clinics & Services;Caregiver Support Services,"Website offering a complete listing of support services across Ontario for people who are looking after a relative, friend or neighbour who has a health condition","Description: Website offering a complete listing of support services across Ontario for people who are looking after a relative, friend or neighbour who has a health condition
Address: 201 King St | London, ON | N6A 1C9
Intersection: Clarence St and King St
Phone: 519-660-5910
Email: editor@caregiverexchange.ca
Website: http://caregiverexchange.ca/
Hours: Administration: Mon-Fri 9am-5pm
How to access / refer: Call or email
Fees: Free
Languages: English
Service area: Ontario
Last verified: 2024-11-05",http://caregiverexchange.ca/,519-660-5910,,editor@caregiverexchange.ca,Caregiver Support Services;English;London,"201 King St | London, ON | N6A 1C9",N6A 1C9,Sana,opc-service-12590
Caregiving Angels,Clinics & Services;Home Help and Homemaking;In-Home Personal Support;Respite Care for Seniors,Home Help and Homemaking · In-Home Personal Support · Respite Care for Seniors,"Address: 440 Laurier Ave W, Suite 200 | Ottawa, ON | K1R 7X6
Intersection: Gloucester St and Kent St
Phone: 613-981-5995
Email: info@caregivingangels.ca
Website: http://www.caregivingangels.ca/
Leadership: Steffi L - Chief Executive Officer
Hours: Daily 24 hours
Eligibility: Seniors, people with illness or disabilities
How to access / refer: Call or email for free in-home assessment
Fees: Set fees
Languages: English
Accessibility: Wheelchair Accessible
Service area: Ottawa (Central)
Last verified: 2025-08-27",http://www.caregivingangels.ca/,613-981-5995,,info@caregivingangels.ca,Home Help and Homemaking;In-Home Personal Support;Respite Care for Seniors;English;Ottawa (Centretown),"440 Laurier Ave W, Suite 200 | Ottawa, ON | K1R 7X6",K1R 7X6,Sana,opc-service-224121
Carleton University / Algonquin College Attendant Services,Clinics & Services;Community Support Services;In-Home Personal Support;Independent Living Supports,24 hour support with activities of daily living for students with disabilities living at Carleton University and Algonquin College,"Description: 24 hour support with activities of daily living for students with disabilities living at Carleton University and Algonquin College
Address: c/o Matthew Cole | Residence Common Building, Carleton University | 1125 Colonel By Dr, Unit 223 | Ottawa, ON | K1S 5B6
Intersection: Bronson Ave and Sunnyside Ave
Phone: 613-520-6615
Fax: 613-520-2364
Email: matthew.cole@carleton.ca
Website: http://carleton.ca/attendant-services-program
Contacts: Matthew Cole - Executive Director
Hours: Administration: Mon-Fri 8:30am-4:30pm * Program: Daily 24 hours
Eligibility: Adults 16 years and older * Algonquin College or Carleton University students with a physical disability living in residence
How to access / refer: Apply online at https://carleton.ca/attendant-services-program/apply-to-the-program/
Fees: None for Ontario Residents * Non-Ontario residents will be evaluated individually
Languages: English
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2025-11-25",http://carleton.ca/attendant-services-program,613-520-6615,613-520-2364,matthew.cole@carleton.ca,Community Support Services;In-Home Personal Support;Independent Living Supports;English;Ottawa,"c/o Matthew Cole | Residence Common Building, Carleton University | 1125 Colonel By Dr, Unit 223 | Ottawa, ON | K1S 5B6",K1S 5B6,Sana,opc-service-209299
Carling Respiratory Services,Clinics & Services;Oxygen and Respiratory Services,Oxygen and Respiratory Services,"Address: Parkdale Medical Tower | 1081 Carling Ave, Suite 201 | Ottawa, ON | K1Y 4G2
Intersection: Parkdale Ave and Carling Ave
Phone: 613-729-8262
Fax: 613-729-7870
Website: http://carlingrespiratoryservices.com/
Contacts: Kelsey Fyke - Office Manager
Leadership: Steven Bencze - Respirologist and Owner
Hours: Mon-Fri 8am-4pm
Eligibility: Individuals 7 years and older for pulmonary function test (PFT) * Individuals 18 years and older for consult
How to access / refer: Medical referral (print and fill out the appropriate form from the Forms page on website, and then fax to office before appointment) * if need of assistance, call the office
Fees: Set fees
Languages: English
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2026-06-11",http://carlingrespiratoryservices.com/,613-729-8262,613-729-7870,,Oxygen and Respiratory Services;English;Ottawa,"Parkdale Medical Tower | 1081 Carling Ave, Suite 201 | Ottawa, ON | K1Y 4G2",K1Y 4G2,Sana,opc-service-207799
Castle Health Services,Clinics & Services;Home Help and Homemaking;In-Home Personal Support,"Bilingual health care services of a certified healthcare worker (RN, RPN, PSW, HSW) delivered where needed, in the client's home, clinic, Retirement Community or in a long-term care facility","Description: Bilingual health care services of a certified healthcare worker (RN, RPN, PSW, HSW) delivered where needed, in the client's home, clinic, Retirement Community or in a long-term care facility
Address: 380 Le Boutillier Ave, Box 24 | Ottawa, ON | K1K 3W3
Phone: 613-797-4095
Toll-free: 1-888-588-0006
Email: info@castlehealthservices.com
Website: http://castlehealthservices.com/
Leadership: Lea Marte RPN - Regional Director | lmarte@castlehealthservices.com
Hours: Daily 24 hours
How to access / refer: Call or email
Languages: English * French
Language notes: Reception available in French
Accessibility: Wheelchair Accessible
Service area: Ottawa (city of) and area
Last verified: 2026-07-29",http://castlehealthservices.com/,613-797-4095,,info@castlehealthservices.com,Home Help and Homemaking;In-Home Personal Support;English * French;Ottawa,"380 Le Boutillier Ave, Box 24 | Ottawa, ON | K1K 3W3",K1K 3W3,Sana,opc-service-222460
CBI Home Health - Ottawa - Hearst Way,Clinics & Services;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care for Children with Disabilities;Respite Care for Seniors,"Private health care service which provides qualified and professional assistance by Registered Nurses, Registered Practical Nurses, Health Care Aides, Companion Aides, Home Support Workers and","Description: Private health care service which provides qualified and professional assistance by Registered Nurses, Registered Practical Nurses, Health Care Aides, Companion Aides, Home Support Workers and
Address: 260 Hearst Way, Suite 312 | Ottawa, ON | K2L 3H1
Intersection: Hearst Way and Whitney Dr
Phone: 613-782-2244
Fax: 613-592-5972
Email: mverhaegen@cbi.ca
Website: http://www.cbihomehealth.ca/
Contacts: Melina Abigail Verhaegen - Care Manager, Nursing | 613-261-5561 | Erin Talbot - Care Manager, Personal Support | etalbot@cbihealth.ca
Leadership: Sheron Mceachron - Assistant Vice President | 613-261-5561 * smceachron@cbihealth.ca
Hours: Mon-Fri 8am-4:30pm
Eligibility: Anyone in need of support at home or in an institution
How to access / refer: Call, e-mail or visit website for more information
Fees: Set fees * vary based on services requested
Languages: English * French
Language notes: Reception and website available in french
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of)
Last verified: 2025-10-16",http://www.cbihomehealth.ca/,613-782-2244,613-592-5972,mverhaegen@cbi.ca,Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care for Children with Disabilities;Respite Care for Seniors;English * French;Ottawa,"260 Hearst Way, Suite 312 | Ottawa, ON | K2L 3H1",K2L 3H1,Sana,opc-service-211114
CBI Home Health - Ottawa - Riverside Dr,Clinics & Services;Alzheimer's Disease and Related Dementias;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors,"Private health care service which provides qualified and professional assistance by Registered Nurses, Registered Practical Nurses, Health Care Aides, Companion Aides, Home Support Workers and","Description: Private health care service which provides qualified and professional assistance by Registered Nurses, Registered Practical Nurses, Health Care Aides, Companion Aides, Home Support Workers and
Address: 2269 Riverside Dr, Suite 120 | Ottawa, ON | K1H 8K2
Intersection: Riverside Dr and Bank St
Phone: 613-782-2244
Fax: 613-782-2200
Website: http://www.cbihomehealth.ca/
Contacts: Melina Verhaegen - Care Manager, Nursing | mverhaegen@cbihealth.ca | Erin Talbot - Care Manager, Personal Support | etalbot@cbihealth.ca
Leadership: Sheron Mceachron - Assistant Vice President | smceachron@cbihealth.ca
Hours: Mon-Fri 8am-4:30pm
Eligibility: Anyone in need of support at home or in an institution
How to access / refer: Call or visit the website for more information
Fees: Set fees * Vary based on services requested
Languages: English * French
Language notes: French reception and website
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of)
Last verified: 2025-10-16",http://www.cbihomehealth.ca/,613-782-2244,613-782-2200,,Alzheimer's Disease and Related Dementias;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors;English * French;Billings Bridge Plaza,"2269 Riverside Dr, Suite 120 | Ottawa, ON | K1H 8K2",K1H 8K2,Sana,opc-service-211115
CBI Physiotherapy and Rehabilitation Centre - Ottawa - Greenbank Rd - Driver Rehabilitation Program,Clinics & Services;Driving Assessments,"Comprehensive Driver Assessments, Driver Treatment, and Vehicle Evaluations for individuals with medical conditions * provides customized modifications and compensatory strategies tailored to each","Description: Comprehensive Driver Assessments, Driver Treatment, and Vehicle Evaluations for individuals with medical conditions * provides customized modifications and compensatory strategies tailored to each
Address: c/o Driver Rehab | 161 Greenbank Rd, Suite 110 | Nepean, ON | K2H 5V6
Intersection: Craig Henry Dr and Greenbank Rd
Toll-free: 1-800-558-4599
Fax: 1-855-687-0471
Email: DRT_Ontario@cbihealth.ca
Website: http://www.cbihealth.ca/locations/nepean-greenbank
Leadership: Becky Iredale - Manager of Operations and Client Support | 343-588-2341 * biredale@cbihealth.ca
Hours: Administration Mon, Wed 8am-6pm * Tue, Thu 7am-7pm * Fri 8am-4pm
How to access / refer: Call, email or visit website
Accessibility: Wheelchair Accessible
Service area: Ontario
Last verified: 2026-06-04",http://www.cbihealth.ca/locations/nepean-greenbank,,1-855-687-0471,DRT_Ontario@cbihealth.ca,Driving Assessments;Nepean,"c/o Driver Rehab | 161 Greenbank Rd, Suite 110 | Nepean, ON | K2H 5V6",K2H 5V6,Sana,opc-service-224125
Centre d'accueil Champlain - Adult Day Program,Clinics & Services;Adult Day Programs,Adult Day Program integrated into a long-term care home * assistance with toileting * transferring * medication reminder * meal * transportation,"Description: Adult Day Program integrated into a long-term care home * assistance with toileting * transferring * medication reminder * meal * transportation
Address: Centre d'accueil Champlain | 275 Perrier Ave | Ottawa, ON | K1L 5C6
Intersection: St Laurent Blvd and Montreal Rd
Phone: 613-580-2424 ext 25334
Fax: 613-746-5572
Email: manon.geoffroy@ottawa.ca
Website: http://ottawa.ca/en/residents/older-adults/guide-services-and-programs-older-adults#adult-day-programs
Contacts: Manon Geoffroy - Coordinator | - Adult Day Program Team | adp_cac@ottawa.ca
Leadership: Denise Cyr - Administrator | 613-580-2424 ext 21496 | Isabelle Martin - Manager (Leisure, Culture and Volunteer) | 613-580-2424 ext 25318 * isabelle.martin@ottawa.ca
Hours: Mon-Fri 9:30am-2:30pm | Bilingual program for clients with dementia Mon, Wed, Fri | French only/frail elderly clients Tue, Thu
Eligibility: Adults 50 years of age and older who cannot fully participate in activities offered in their community, because of physical, psychological or social limitations
How to access / refer: Apply through Ontario Health atHome, toll free 1-833-515-1234 or TTY 613-745-0049
Fees: $22 per day
Languages: English * French
Language notes: Bilingual programs offered
Accessibility: Wheelchair Accessible
Service area: Ottawa and area
Last verified: 2026-04-13",http://ottawa.ca/en/residents/older-adults/guide-services-and-programs-older-adults#adult-day-programs,613-580-2424 ext 25334,613-746-5572,manon.geoffroy@ottawa.ca,Adult Day Programs;English * French;Ottawa,"Centre d'accueil Champlain | 275 Perrier Ave | Ottawa, ON | K1L 5C6",K1L 5C6,Sana,opc-service-210171
